food_code,name,basis_unit,per100_kcal,per100_protein_g,per100_fat_g,per100_carb_g,per100_sugar_g,source
R211-717273971-5402,새우류_젓새우_전체_젓갈_대표_평균,100g,37,7.75,0.42,0.00,,수산과학원
R211-717294001-0000,새우류_줄새우_육_생것_대표_평균,100g,91,17.83,1.18,1.15,,수산과학원
R211-717293901-0000,새우류_줄새우_전체_생것_대표_평균,100g,92,15.15,2.19,1.92,,수산과학원
R211-717314036-0000,새우류_중하_육_데쳐서 말린것_대표_평균,100g,300,54.40,6.20,2.90,2.90,수산과학원
R211-717314001-1208,새우류_중하_육_생것_부산_평균,100g,94,20.10,0.90,0.10,0.10,수산과학원
R211-717314071-0000,새우류_중하_육_젓갈_대표_평균,100g,98,15.80,2.60,0.30,,수산과학원
R211-717314012-0000,새우류_중하_육_조미하여 말린것_대표_평균,100g,331,28.50,2.00,46.70,46.70,수산과학원
R211-717314028-0000,새우류_중하_육_통조림_대표_평균,100g,105,21.50,0.70,0.60,,수산과학원
R211-717313902-0000,새우류_중하_전체_말린것_대표_평균,100g,273,49.38,5.21,3.82,,수산과학원
R211-717354001-1201,새우류_징거미새우_육_생것_부산_6월,100g,90,18.30,1.40,0.00,0.00,수산과학원
R211-717394001-5730,새우류_홍다리얼룩새우_육_생것_수입_3월,100g,89,19.40,0.76,0.00,,수산과학원
R211-717417401-0000,"새우류_흰다리새우_양식,육_생것_대표_평균",100g,101,21.85,0.73,0.38,,수산과학원
R211-717417401-6975,"새우류_흰다리새우_양식,육_생것_수입_평균",100g,97,21.29,0.72,0.09,,수산과학원
R211-717414001-0000,새우류_흰다리새우_육_생것_대표_평균,100g,109,21.17,0.89,0.00,,수산과학원
R211-717414001-0399,새우류_흰다리새우_육_생것_인천_10월,100g,105,21.20,0.90,1.70,,수산과학원
R211-493014002-0000,새조개_육_말린것_대표_평균,100g,325,61.10,1.50,5.20,,수산과학원
R211-493014001-0887,새조개_육_생것_남해_4월,100g,59,10.66,1.54,0.00,,수산과학원
R211-493014001-0757,새조개_육_생것_여수_4월,100g,68,8.91,2.04,2.91,,수산과학원
R211-493014001-0900,새조개_육_생것_진주_4월,100g,114,21.50,1.90,1.30,1.30,수산과학원
R211-493014012-0000,새조개_육_조미하여 말린것_대표_평균,100g,333,57.90,4.10,7.90,,수산과학원
R211-493013901-0887,새조개_전체_생것_남해_4월,100g,63,9.77,2.24,0.16,,수산과학원
R211-493013901-0757,새조개_전체_생것_여수_4월,100g,67,9.94,1.36,3.01,,수산과학원
R211-177014001-0759,서대류_각시서대_육_생것_여수_6월,100g,95,18.40,1.80,0.22,0.22,수산과학원
R211-177054001-0759,서대류_개서대_육_생것_여수_6월,100g,85,19.25,0.40,0.00,0.00,수산과학원
R211-177074001-1198,서대류_궁제기서대_육_생것_부산_3월,100g,91,18.90,1.20,0.10,0.10,수산과학원
R211-177094001-1200,서대류_참서대_육_생것_부산_5월,100g,84,18.60,0.40,0.50,0.50,수산과학원
R211-177094011-5930,서대류_참서대_육_소금에 절여 말린것_수입_8월,100g,107,22.50,1.00,0.60,,수산과학원
R112-837015102-0000,석묵_석묵_줄기_말린것_대표_평균,100g,148,9.60,0.20,63.90,9.10,수산과학원
R211-923014001-0003,성게류_말똥성게_육_생것_대표_3월,100g,72,11.33,2.46,0.26,,수산과학원
R211-923014001-1198,성게류_말똥성게_육_생것_부산_3월,100g,75,12.46,1.29,2.41,,수산과학원
R211-923014001-1211,성게류_말똥성게_육_생것_포항_3월,100g,74,10.73,1.62,3.40,,수산과학원
R211-923034301-0000,성게류_보라성게_알_생것_대표_평균,100g,192,16.10,8.70,7.60,,수산과학원
R211-923034301-1204,성게류_보라성게_알_생것_부산_9월,100g,181,16.10,8.70,7.60,7.60,수산과학원
R211-923034371-0000,성게류_보라성게_알_젓갈_대표_평균,100g,159,18.30,4.50,7.30,,수산과학원
R211-923034001-0000,성게류_보라성게_육_생것_대표_평균,100g,192,16.10,8.70,7.60,,수산과학원
R211-923034001-0909,성게류_보라성게_육_생것_통영_평균,100g,115,10.73,4.29,7.17,,수산과학원
R211-923034001-1211,성게류_보라성게_육_생것_포항_3월,100g,39,5.19,1.51,0.73,,수산과학원
R211-923034071-0000,성게류_보라성게_육_젓갈_대표_평균,100g,150,18.30,4.50,7.30,7.30,수산과학원
R211-923054371-0000,성게류_성게_알_젓갈_대표_평균,100g,115,9.20,1.50,13.40,,수산과학원
R211-923054328-0000,성게류_성게_알_통조림_대표_평균,100g,138,14.00,5.10,8.90,,수산과학원
R211-923054001-0000,성게류_성게_육_생것_대표_평균,100g,164,15.80,8.50,2.00,,수산과학원
R211-923054001-0899,성게류_성게_육_생것_통영_3월,100g,52,5.23,1.74,3.34,,수산과학원
R211-923054071-0000,성게류_성게_육_젓갈_대표_평균,100g,142,21.40,2.80,4.40,,수산과학원
R211-923054028-0000,성게류_성게_육_통조림_대표_평균,100g,153,14.00,5.10,8.90,,수산과학원
R211-179014001-1208,성대류_별성대_육_생것_부산_평균,100g,91,19.30,1.00,0.00,0.00,수산과학원
R211-179034001-1199,성대류_별쭉지성대_육_생것_부산_4월,100g,129,19.20,5.10,0.00,0.00,수산과학원
R211-179054001-0004,성대류_성대_육_생것_대표_4월,100g,82,18.38,0.44,0.00,,수산과학원
R211-179054001-0008,성대류_성대_육_생것_대표_8월,100g,95,14.31,1.32,5.39,,수산과학원
R211-179054001-0757,성대류_성대_육_생것_여수_4월,100g,90,19.67,0.72,0.00,,수산과학원
R211-179054001-0759,성대류_성대_육_생것_여수_6월,100g,94,19.90,1.00,0.20,0.20,수산과학원
R211-105054058-0000,세멸_육_볶은것_대표_평균,100g,380,31.00,12.60,26.20,,수산과학원
R211-495014001-0759,소라류_소라_육_생것_여수_6월,100g,107,20.70,0.30,4.00,4.00,수산과학원
R211-495014001-0438,소라류_소라_육_생것_제주_10월,100g,92,20.40,0.66,0.00,,수산과학원
R211-495014001-0432,소라류_소라_육_생것_제주_4월,100g,103,19.83,0.58,3.54,,수산과학원
R211-495014028-0000,소라류_소라_육_통조림_대표_평균,100g,137,19.60,0.10,10.90,,수산과학원
R211-495013901-0438,소라류_소라_전체_생것_제주_10월,100g,92,15.21,1.00,4.67,,수산과학원
R211-495013901-0432,소라류_소라_전체_생것_제주_4월,100g,107,16.24,2.24,4.34,,수산과학원
R211-495034101-0740,소라류_참소라_내장_생것_거문도_평균,100g,91,11.88,2.06,5.18,,수산과학원
R211-495034101-1201,소라류_참소라_내장_생것_부산_6월,100g,93,14.39,0.85,5.97,,수산과학원
R211-495034101-0457,소라류_참소라_내장_생것_완도_3월,100g,167,21.34,6.62,3.61,,수산과학원
R211-495034101-1221,소라류_참소라_내장_생것_포항_평균,100g,86,12.42,1.89,3.90,,수산과학원
R211-495034001-0740,소라류_참소라_육_생것_거문도_평균,100g,103,20.79,0.68,2.27,,수산과학원
R211-495034001-1201,소라류_참소라_육_생것_부산_6월,100g,118,20.38,3.38,0.00,,수산과학원
R211-495034001-0457,소라류_참소라_육_생것_완도_3월,100g,111,19.05,0.85,5.56,,수산과학원
R211-495034001-0899,소라류_참소라_육_생것_통영_3월,100g,102,19.78,0.70,2.85,,수산과학원
R211-495034001-1211,소라류_참소라_육_생것_포항_3월,100g,104,19.49,0.64,3.74,,수산과학원
R211-495034001-1221,소라류_참소라_육_생것_포항_평균,100g,100,20.40,0.78,1.69,,수산과학원
R211-495033901-0740,소라류_참소라_전체_생것_거문도_평균,100g,93,16.31,1.22,3.16,,수산과학원
